"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2014-04-30,"Northeast Dallas","TX","Dallas-Fort Worth","Dallas","Dallas",0,1454,-0.00410958904109589,0.00902151283830673,0.0605397520058352,51832
2014-04-30,"Paradise","NV","Las Vegas","Clark","Las Vegas",1,1162,0.00172413793103448,-0.00257510729613734,0.031055900621118,56868
2014-04-30,"Maryvale","AZ","Phoenix","Maricopa","Phoenix",2,890,0.00338218714768884,0.0102156640181612,0.0289017341040462,47175
2014-04-30,"Upper West Side","NY","New York","New York","New York",3,3983,0.00251698968034231,0.0233812949640288,0.0548199152542373,18959
2014-04-30,"South Los Angeles","CA","Los Angeles","Los Angeles","Los Angeles",4,1850,0.00325379609544469,0.00108225108225108,0.000540832882639265,22200
2014-04-30,"Sherman Oaks","CA","Los Angeles","Los Angeles","Los Angeles",5,2405,0.00208333333333333,0.0109289617486339,0.0282171868319795,33861
2014-04-30,"Upper East Side","NY","New York","New York","New York",6,3741,0.00241157556270096,0.0420612813370474,-0.00213390237396639,17511
2014-04-30,"Sunrise Manor","NV","Las Vegas","Clark","Las Vegas",7,1013,0.00896414342629482,0.0109780439121757,0.0326197757390418,40004
2014-04-30,"East New York","NY","New York","Kings","New York",8,2014,0.0100300902708124,0.00800800800800801,0.0857142857142857,5207
2014-04-30,"Southeast Los Angeles","CA","Los Angeles","Los Angeles","Los Angeles",9,1744,0.00057372346528973,0.00925925925925926,0.0127758420441347,13690
2014-04-30,"Spring Valley","NV","Las Vegas","Clark","Las Vegas",10,1157,0,-0.00344530577088717,0.0202821869488536,59933
2014-04-30,"Deer Valley","AZ","Phoenix","Maricopa","Phoenix",11,1146,0.0026246719160105,0.00880281690140845,0.0123674911660777,49671
2014-04-30,"Astoria","NY","New York","Queens","New York",12,2282,-0.00349344978165939,0.0173874275523852,0.118079372856443,3549
2014-04-30,"Paradise Valley","AZ","Phoenix","Maricopa","Phoenix",13,1423,0.00779036827195467,0.0157030692362598,0.0230050323508267,54247
2014-04-30,"North Mountain","AZ","Phoenix","Maricopa","Phoenix",14,1032,0.00389105058365759,0.0147492625368732,0.032,46132
2014-04-30,"Washington Heights","NY","New York","New York","New York",15,2412,-0.00536082474226804,-0.0151082074316047,0.00416319733555371,789
2014-04-30,"Far North","TX","Dallas-Fort Worth","Dallas","Dallas",16,2071,-0.00144648023143684,0.00339147286821705,0.0518029456576943,28604
2014-04-30,"Hollywood","CA","Los Angeles","Los Angeles","Los Angeles",17,2439,0,0.00826787928896238,0.0107749689183589,5439
2014-04-30,"Williamsburg","NY","New York","Kings","New York",18,3040,-0.00556100752371606,0.00762346702021876,-0.00327868852459016,8874
2014-04-30,"Bedford Stuyvesant","NY","New York","Kings","New York",19,2762,-0.00468468468468468,0.0206947524020695,0.0831372549019608,3070
2014-04-30,"Camelback East","AZ","Phoenix","Maricopa","Phoenix",20,1247,0.00241157556270096,0.0121753246753247,0.0374376039933444,41408
2014-04-30,"Flatbush","NY","New York","Kings","New York",21,2525,0.00118953211736717,0.0120240480961924,0.107942079859588,2475
2014-04-30,"East Side","TX","El Paso","El Paso","El Paso",22,1065,-0.00374181478016838,0.0171919770773639,0.0201149425287356,36066
2014-04-30,"Southeast Dallas","TX","Dallas-Fort Worth","Dallas","Dallas",23,965,0.00625651720542232,0.0276890308839191,0.0891647855530474,29558
2014-04-30,"Crown Heights","NY","New York","Kings","New York",24,2587,-0.005,0.00310197751066305,0.115086206896552,2300
2014-04-30,"Alahambra","AZ","Phoenix","Maricopa","Phoenix",25,956,0.00420168067226891,0.0116402116402116,0.0391304347826087,31075
2014-04-30,"Jamaica","NY","New York","Queens","New York",26,1823,0.00440771349862259,0.016164994425864,0.060500290866783,8789
2014-04-30,"Roosevelt","CA","Fresno","Fresno","Fresno",27,1042,0.00579150579150579,0.0136186770428016,0.0185728250244379,23974
2014-04-30,"Williamsbridge","NY","New York","Bronx","New York",28,1739,0.00928612884503772,0.0431913617276545,0.0642594859241126,2565
2014-04-30,"North Scottsdale","AZ","Phoenix","Maricopa","Scottsdale",29,2345,0.00213675213675214,0.0262582056892779,0.000426621160409556,55460
2014-04-30,"East Harlem","NY","New York","New York","New York",30,2730,-0.00328587075575027,0.00220264317180617,-0.0315714792479603,1513
2014-04-30,"East San Jose","CA","San Jose","Santa Clara","San Jose",31,2455,0.00779967159277504,0.0437925170068027,0.0319461958806221,19673
2014-04-30,"East Flatbush","NY","New York","Kings","New York",32,2307,0.00610553859572612,0.00304347826086957,0.11287988422576,5261
2014-04-30,"Harlem","NY","New York","New York","New York",33,2921,-0.00544773578481444,-0.000684228532329798,0.0387624466571835,3730
2014-04-30,"Bushwick","NY","New York","Kings","New York",34,2598,-0.00115340253748558,0.030952380952381,0.175565610859728,737
2014-04-30,"South Mountain","AZ","Phoenix","Maricopa","Phoenix",35,970,0.00103199174406605,0.0041407867494824,0.0286320254506893,28884
2014-04-30,"Corona","NY","New York","Queens","New York",36,2033,0.002465483234714,0.0154845154845155,0.083111347895578,1609
2014-04-30,"Enterprise","NV","Las Vegas","Clark","Las Vegas",37,1231,-0.000811688311688312,-0.00243111831442464,0.00571895424836601,43600
2014-04-30,"East Memphis-Colonial-Yorkshire","TN","Memphis","Shelby","Memphis",38,906,0.00443458980044346,0.015695067264574,0.00554938956714761,38235
2014-04-30,"Sunset Park","NY","New York","Kings","New York",39,2291,-0.00779558250324816,0.038060715903942,0.135282457879088,1104
2014-04-30,"Alief","TX","Houston","Harris","Houston",40,1221,-0.00163532297628782,-0.00163532297628782,0.0444824636441403,20945
2014-04-30,"South Side","TX","Corpus Christi","Nueces","Corpus Christi",41,1573,0.0174644243208279,0.0521739130434783,0.098463687150838,24772
2014-04-30,"North Hollywood","CA","Los Angeles","Los Angeles","Los Angeles",42,2276,0.0026431718061674,0.00797165633303809,0.0243024302430243,11182
2014-04-30,"Elmhurst","NY","New York","Queens","New York",43,2004,0.000999000999000999,0.00149925037481259,0.0421216848673947,3561
2014-04-30,"Borough Park","NY","New York","Kings","New York",44,2358,-0.00211595429538722,0.00212494687632809,-0.00338123415046492,2991
2014-04-30,"Central City","TX","Corpus Christi","Nueces","Corpus Christi",45,1197,0.022203245089667,0.0961538461538462,0.217700915564598,25392
2014-04-30,"Bullard","CA","Fresno","Fresno","Fresno",46,1313,-0.0135236664162284,-0.0295639320029564,0.00922367409684858,28109
2014-04-30,"Mid City","CA","Los Angeles","Los Angeles","Los Angeles",47,2517,0.00639744102359056,0.0194410692588092,0.045265780730897,9890
2014-04-30,"Bensonhurst","NY","New York","Kings","New York",48,2260,-0.00571931368235812,0.0066815144766147,0.0482374768089054,3003
2014-04-30,"Southwest Dallas","TX","Dallas-Fort Worth","Dallas","Dallas",49,1128,0,0.0235934664246824,0.0463821892393321,20770
2014-04-30,"West San Jose","CA","San Jose","Santa Clara","San Jose",50,3278,0.0202303143479614,0.0540192926045016,0.15626102292769,19631
2014-04-30,"Northeast","TX","El Paso","El Paso","El Paso",51,949,0.00211193241816262,0.0360262008733624,0.0237324703344121,23519
2014-04-30,"East","TX","Dallas-Fort Worth","Tarrant","Arlington",52,1098,-0.000909918107370337,0.00549450549450549,0.0578034682080925,15213
2014-04-30,"Westlake","CA","Los Angeles","Los Angeles","Los Angeles",53,2151,-0.00185614849187935,0.00373308446103593,0.091324200913242,1986
2014-04-30,"Koreatown","CA","Los Angeles","Los Angeles","Los Angeles",54,2287,-0.00521966072205307,-0.0030514385353095,0.027403414195867,2628
2014-04-30,"North Long Beach","CA","Los Angeles","Los Angeles","Long Beach",55,1863,0.00377155172413793,0.000537056928034372,0.0158124318429662,11133
2014-04-30,"White Haven-Coro Lake","TN","Memphis","Shelby","Memphis",56,796,-0.00624219725343321,-0.00624219725343321,-0.005,25918
2014-04-30,"Soundview","NY","New York","Bronx","New York",57,1799,0.00671516508114158,0.0613569321533923,0.105716041794714,601
2014-04-30,"Sun Valley","CA","Los Angeles","Los Angeles","Los Angeles",58,2162,0.00231803430690774,0.00604932526756631,0.0290337934316992,14817
2014-04-30,"Lower East Side","NY","New York","New York","New York",59,3570,0.00847457627118644,0.0399067870667055,0.00393700787401575,1386
2014-04-30,"Logan Square","IL","Chicago","Cook","Chicago",60,1743,0.00926462072958888,0.049367850692354,0.105964467005076,7092
2014-04-30,"South Bronx","NY","New York","Bronx","New York",61,1773,0.00510204081632653,0.0454009433962264,0.0771567436208992,727
2014-04-30,"Northwest","TX","El Paso","El Paso","El Paso",62,1335,-0.0276766205389658,-0.0631578947368421,-0.0443808160343593,20616
2014-04-30,"Southeast","TX","Dallas-Fort Worth","Tarrant","Arlington",63,1323,0.00227272727272727,0.00379362670713202,0.0255813953488372,23394
2014-04-30,"South Scottsdale","AZ","Phoenix","Maricopa","Scottsdale",64,1338,0.0045045045045045,0.0121028744326778,0.0372093023255814,39940
2014-04-30,"Flushing","NY","New York","Queens","New York",65,2045,-0.000977039570102589,0.00639763779527559,0.0678851174934726,6279
2014-04-30,"Preston Hollow","TX","Dallas-Fort Worth","Dallas","Dallas",66,1908,0.0111287758346582,0.0358306188925081,0.109947643979058,18063
2014-04-30,"Canarsie","NY","New York","Kings","New York",67,1994,0.00504032258064516,0.00251382604323781,0.064034151547492,3625
2014-04-30,"Little Village","IL","Chicago","Cook","Chicago",68,1268,0.00237154150197628,-0.015527950310559,0.0234059725585149,3015
2014-04-30,"Estrella","AZ","Phoenix","Maricopa","Phoenix",69,967,0.00729166666666667,0.0115062761506276,0.0265392781316348,17221
2014-04-30,"Canoga Park","CA","Los Angeles","Los Angeles","Los Angeles",70,2335,0.00473321858864028,0.0095114569822741,0.0200961118392311,12195
2014-04-30,"Boyle Heights","CA","Los Angeles","Los Angeles","Los Angeles",71,1762,0.00113636363636364,0.00570776255707762,0.0208574739281576,3754
2014-04-30,"Sylmar","CA","Los Angeles","Los Angeles","Los Angeles",72,2173,-0.00321100917431193,-0.00640146319158665,0.00323176361957525,14300
2014-04-30,"Downtown","CA","San Jose","Santa Clara","San Jose",73,2521,0.00238568588469185,0.0331967213114754,0.054370556252614,12241
2014-04-30,"Ahwatukee Foothills","AZ","Phoenix","Maricopa","Phoenix",74,1432,0.00209937018894332,0.00632466619817287,-0.0178326474622771,27302
2014-04-30,"West","TX","Dallas-Fort Worth","Tarrant","Arlington",75,1371,0,0.00808823529411765,0.0216095380029806,22016
2014-04-30,"Pacoima","CA","Los Angeles","Los Angeles","Los Angeles",76,2022,-0.00443131462333826,0.00747384155455904,0.0455015511892451,9828
2014-04-30,"Gravesend","NY","New York","Kings","New York",77,2308,-0.00345423143350604,0.00217108119843682,0.0345136709995518,2752
2014-04-30,"Evergreen","CA","San Jose","Santa Clara","San Jose",78,2863,0.0077437521999296,0.0228653090389425,0.073490813648294,23069
2014-04-30,"Sharpstown","TX","Houston","Harris","Houston",79,1239,0.00161681487469685,0.0097799511002445,0.0792682926829268,12059
2014-04-30,"San Pedro","CA","Los Angeles","Los Angeles","Los Angeles",80,2215,0.00226244343891403,0.010031919744642,0.010492700729927,13124
2014-04-30,"North Valley","CA","San Jose","Santa Clara","San Jose",81,2578,0.00546021840873635,0.0324389267120545,0.0531045751633987,14073
2014-04-30,"Sheepshead Bay","NY","New York","Kings","New York",82,2347,-0.00761099365750529,-0.00635055038103302,0.104990583804143,5559
2014-04-30,"Murray Hill","NY","New York","Queens","New York",83,2122,-0.0107226107226107,0.00236183278223902,0.045320197044335,5236
2014-04-30,"Willow Glen","CA","San Jose","Santa Clara","San Jose",84,2940,0.00996221229817932,0.0236768802228412,0.0884857460199926,18212
2014-04-30,"North Raleigh","NC","Raleigh","Wake","Raleigh",85,1441,-0.00138600138600139,0,0.0292857142857143,25557
2014-04-30,"South Ozone Park","NY","New York","Queens","New York",86,1830,0.000546746856205577,0.0104914411927112,0.0608695652173913,7543
2014-04-30,"Southwest","CA","San Diego","San Diego","Chula Vista",87,1902,-0.00209863588667366,-0.0036668412781561,0.0182012847965739,11545
2014-04-30,"Northridge","CA","Los Angeles","Los Angeles","Los Angeles",88,2712,0,0.0115628496829541,0.0261066969353008,13889
2014-04-30,"West Anaheim","CA","Los Angeles","Orange","Anaheim",89,2254,-0.00397702165267344,-0.00353669319186561,0.0273473108477666,8847
2014-04-30,"Forest Hills","NY","New York","Queens","New York",90,2182,0.00229673863114378,0.00878409616273694,0.0743476120137863,5412
2014-04-30,"East Village","NY","New York","New York","New York",91,3849,0.00970619097586569,0.0313504823151125,0.0223107569721116,1480
2014-04-30,"Eldridge - West Oaks","TX","Houston","Harris","Houston",92,1763,0.000567536889897843,-0.000566893424036281,0.0620481927710843,10237
2014-04-30,"Cordova-Appling","TN","Memphis","Shelby","Memphis",93,1248,0.00726392251815981,0.0121654501216545,0.00160513643659711,20328
2014-04-30,"Blossom Valley","CA","San Jose","Santa Clara","San Jose",94,2612,0.00693909020817271,0.0219092331768388,0.0481540930979133,17113
2014-04-30,"Jackson Heights","NY","New York","Queens","New York",95,2046,0.00589970501474926,0.0184171229467397,0.0595546349041947,1512
2014-04-30,"Northwest Raleigh","NC","Raleigh","Wake","Raleigh",96,1470,-0.00135869565217391,0.00478468899521531,0.0272536687631027,20729
2014-04-30,"Far Rockaway","NY","New York","Queens","New York",97,1822,0.00385674931129477,0.0235955056179775,0.086463923673226,2513
2014-04-30,"Ridgewood","NY","New York","Queens","New York",98,1970,0.00612870275791624,0.0223144784639336,0.0902047592695075,801
2014-04-30,"West Rogers Park","IL","Chicago","Cook","Chicago",99,1651,-0.00181378476420798,0.031875,0.102872411489646,12177
2014-04-30,"Reseda","CA","Los Angeles","Los Angeles","Los Angeles",100,2204,0.000908265213442325,0.00364298724954463,0.0222634508348794,13179
2014-04-30,"Mira Mesa","CA","San Diego","San Diego","San Diego",101,2165,0.00885368126747437,0.0255802936996684,0.058679706601467,19071
2014-04-30,"East Elmhurst","NY","New York","Queens","New York",102,2116,0.000472813238770686,0.011472275334608,0.0670700958144226,3061
2014-04-30,"Midtown","TN","Memphis","Shelby","Memphis",103,744,-0.00932090545938748,-0.00932090545938748,0.0191780821917808,21149
2014-04-30,"Cambrian Park","CA","San Jose","Santa Clara","San Jose",104,2887,0.00452331245650661,0.010146955913226,0.0828957239309827,19701
2014-04-30,"Hickory Ridge-South Riverdale","TN","Memphis","Shelby","Memphis",105,976,-0.00204498977505112,0.00411522633744856,0.0187891440501044,12019
2014-04-30,"Panorama City","CA","Los Angeles","Los Angeles","Los Angeles",106,1976,0.0040650406504065,0.00610997963340122,0.0466101694915254,6931
2014-04-30,"Princess Anne","VA","Virginia Beach","Virginia Beach City","Virginia Beach",107,1723,0.000580720092915215,-0.00231615518239722,-0.0193511667615253,20633
2014-04-30,"Midwood","NY","New York","Kings","New York",108,2383,-0.00125733445096396,0.00294612794612795,0.0652659812248547,4766
2014-04-30,"Central Southwest","TX","Houston","Harris","Houston",109,1183,0.00424448217317487,0.00254237288135593,0.037719298245614,16162
2014-04-30,"North Hills","CA","Los Angeles","Los Angeles","Los Angeles",110,2344,0.00213766566908935,0.0103448275862069,0.0160381447767664,10996
2014-04-30,"South Dorchester","MA","Boston","Suffolk","Boston",111,2198,0.0194805194805195,0.0451735615786971,0.0516746411483254,5284
2014-04-30,"Roxbury","MA","Boston","Suffolk","Boston",112,2405,0.0247123988069876,0.07174688057041,0.162959381044487,2854
2014-04-30,"South Belt - Ellington","TX","Houston","Harris","Houston",113,1303,0,0.00929512006196747,0.0407348242811502,12895
2014-04-30,"Southeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",114,1079,-0.0100917431192661,-0.00735970561177553,0.0365033621517771,14276
2014-04-30,"Clear Lake","TX","Houston","Harris","Houston",115,1558,0.00516129032258065,0.00516129032258065,0.043536503683858,16707
2014-04-30,"Northside-Northline","TX","Houston","Harris","Houston",116,1132,0.00443655723158829,0.0179856115107914,0.100097181729835,11007
2014-04-30,"Park Slope","NY","New York","Kings","New York",117,2886,0.00487465181058496,0.0377562028047465,-0.000692520775623269,3387
2014-04-30,"Cedar Crest","TX","Dallas-Fort Worth","Dallas","Dallas",118,869,0.0046242774566474,0.0211515863689777,0.0821917808219178,17827
2014-04-30,"Oxford Circle","PA","Philadelphia","Philadelphia","Philadelphia",119,1040,0.00483091787439614,0.000962463907603465,0.0266535044422507,17147
2014-04-30,"East Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",120,1197,-0.0025,-0.00333055786844296,0.0144067796610169,18424
2014-04-30,"Northeast Raleigh","NC","Raleigh","Wake","Raleigh",121,1200,-0.00579950289975145,-0.004149377593361,0.0563380281690141,20161
2014-04-30,"Green Run","VA","Virginia Beach","Virginia Beach City","Virginia Beach",122,1339,-0.000746268656716418,-0.00520059435364041,-0.00961538461538462,17074
2014-04-30,"Winnetka Heights","TX","Dallas-Fort Worth","Dallas","Dallas",123,1049,0.00671785028790787,0.0214216163583252,0.063894523326572,9480
2014-04-30,"Wilmington","CA","Los Angeles","Los Angeles","Los Angeles",124,2027,0.00247279920870425,0.010468594217348,0.00396235760277365,7395
2014-04-30,"Mission","CA","San Francisco","San Francisco","San Francisco",125,3973,0.0130035696073432,0.0469038208168643,0.043055920189026,4202
2014-04-30,"Archer Heights","IL","Chicago","Cook","Chicago",126,1412,0.00141843971631206,0.0021291696238467,0.0529455630126771,5037
2014-04-30,"Bath Beach","NY","New York","Kings","New York",127,2171,-0.0109339407744875,-0.000460405156537753,0.0528612997090204,1945
2014-04-30,"Northeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",128,1283,0,-0.00310800310800311,0.00944138473642801,17490
2014-04-30,"Central Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",129,1120,-0.00267141585040071,0.000893655049151028,0.0191082802547771,15822
2014-04-30,"Raleigh","TN","Memphis","Shelby","Memphis",130,849,-0.00468933177022274,-0.0127906976744186,-0.0184971098265896,14226
2014-04-30,"Woodward Park","CA","Fresno","Fresno","Fresno",131,1514,-0.00590938936309915,-0.0175210902011681,-0.0232258064516129,17041
2014-04-30,"Kingwood Area","TX","Houston","Harris","Houston",132,1736,-0.00115074798619102,-0.0034443168771527,0.0643776824034335,19994
2014-04-30,"Greater Fondren Southwest","TX","Houston","Harris","Houston",133,1282,0.00078064012490242,0,0.0363783346806791,11340
2014-04-30,"Central City","AZ","Phoenix","Maricopa","Phoenix",134,909,-0.0010989010989011,0.00664451827242525,0.0317820658342792,9005
2014-04-30,"Gramercy","NY","New York","New York","New York",135,3629,0.0119910764082543,0.0386376645678306,0.0268817204301075,3421
2014-04-30,"South Austin","IL","Chicago","Cook","Chicago",136,1364,0,-0.0101596516690856,0.0412213740458015,4533
2014-04-30,"Brownsville","NY","New York","Kings","New York",137,1999,0.0095959595959596,0,0.0509989484752892,1456
2014-04-30,"Lower Valley","TX","El Paso","El Paso","El Paso",138,895,-0.00555555555555556,0.028735632183908,0.00336322869955157,11224
2014-04-30,"Encino","CA","Los Angeles","Los Angeles","Los Angeles",139,2972,0.00473292765382015,0.00677506775067751,0.0420757363253857,15280
2014-04-30,"Ozone Park","NY","New York","Queens","New York",140,1843,0.0016304347826087,0.00820568927789934,0.0489470688673876,3554
2014-04-30,"The Heights","NJ","New York","Hudson","Jersey City",141,2093,-0.0210477081384472,-0.00993377483443709,0.0613590263691684,7558
2014-04-30,"Fresno High Roeding","CA","Fresno","Fresno","Fresno",142,1020,0.00098135426889107,0.00591715976331361,0.0365853658536585,13059
2014-04-30,"Rogers Park","IL","Chicago","Cook","Chicago",143,1653,-0.00060459492140266,0.0357142857142857,0.110887096774194,8425
2014-04-30,"Albany Park","IL","Chicago","Cook","Chicago",144,1716,0.00763358778625954,0.0514705882352941,0.130434782608696,5713
2014-04-30,"Downtown","TN","Memphis","Shelby","Memphis",145,664,-0.00150375939849624,0.00758725341426404,-0.0348837209302326,15485
2014-04-30,"Kensington","NY","New York","Kings","New York",146,2377,-0.00251783466219052,0.00891341256366723,0.0370855148342059,1257
2014-04-30,"Kempsville","VA","Virginia Beach","Virginia Beach City","Virginia Beach",147,1383,-0.00288392213410238,-0.0078909612625538,-0.00717875089734386,17476
2014-04-30,"Flatlands","NY","New York","Kings","New York",148,2188,0.00597701149425287,-0.00364298724954463,0.0757128810226155,4988
2014-04-30,"Richmond Hill","NY","New York","Queens","New York",149,1875,0.0016025641025641,0.00374732334047109,0.0504201680672269,2652
2014-04-30,"Encanto","AZ","Phoenix","Maricopa","Phoenix",150,1053,0.000950570342205323,0.0115273775216138,0.0353982300884956,14999
2014-04-30,"Little Havana","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",151,1407,-0.0014194464158978,0.00715819613457409,0.0831408775981524,3918
2014-04-30,"Northwest","CA","San Diego","San Diego","Chula Vista",152,1949,-0.0030690537084399,-0.00357873210633947,0.0263296471827277,8090
2014-04-30,"Central City","CA","Los Angeles","Los Angeles","Los Angeles",153,1849,-0.0032345013477089,-0.00161987041036717,0.0198565912851627,2177
2014-04-30,"Maspeth","NY","New York","Queens","New York",154,2006,0.000998003992015968,0.001998001998002,0.0366925064599483,3704
2014-04-30,"Westwood","CA","Los Angeles","Los Angeles","Los Angeles",155,3635,0.0100027785495971,0.0233671171171171,0.030328798185941,9706
2014-04-30,"Queens Village","NY","New York","Queens","New York",156,2053,0.00538687561214496,0.0479836651352731,0.175157412707499,8422
2014-04-30,"Flagami","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",157,1643,-0.00725075528700906,-0.00665054413542926,0.0648088139987038,10381
2014-04-30,"Lake Highlands","TX","Dallas-Fort Worth","Dallas","Dallas",158,1127,0.00445632798573975,0.00445632798573975,0.0662251655629139,7029
2014-04-30,"Hoover","CA","Fresno","Fresno","Fresno",159,1162,0.00693240901213172,-0.000859845227858985,0.0184049079754601,10637
2014-04-30,"Bay Ridge","NY","New York","Kings","New York",160,2389,0.00125733445096396,0.0468886941279579,0.146353166986564,4108
2014-04-30,"Lake View","IL","Chicago","Cook","Chicago",161,2102,0.0154589371980676,0.0713557594291539,0.0525788683024537,13570
2014-04-30,"Lone Mountain","NV","Las Vegas","Clark","Las Vegas",162,1222,-0.000817661488143908,-0.00244897959183673,0.00576131687242798,17125
2014-04-30,"Casas Adobes","AZ","Tucson","Pima","Tucson",163,1139,0.000878734622144112,0.00529567519858782,-0.00524017467248908,18350
2014-04-30,"Northeast Anaheim","CA","Los Angeles","Orange","Anaheim",164,2435,0.00329625051503914,0.0141607663473553,0.0464116888697894,8177
2014-04-30,"Englewood","IL","Chicago","Cook","Chicago",165,1223,0,-0.00569105691056911,-0.00244698205546493,5493
2014-04-30,"Centennial Hills","NV","Las Vegas","Clark","Las Vegas",166,1227,-0.0016273393002441,-0.00324939073923639,0.00573770491803279,18345
2014-04-30,"Fairgrounds","CA","San Jose","Santa Clara","San Jose",167,2400,-0.00041649312786339,0.023454157782516,0.038511466897447,7060
2014-04-30,"Granada Hills","CA","Los Angeles","Los Angeles","Los Angeles",168,2485,0.00120870265914585,0.00282485875706215,0.0142857142857143,14107
2014-04-30,"Gresham","IL","Chicago","Cook","Chicago",169,1288,-0.00540540540540541,-0.0137825421133231,0.011783189316575,8404
2014-04-30,"Valencia","CA","Los Angeles","Los Angeles","Santa Clarita",170,2425,0.00165220983064849,0.00999583506872137,0.0214827295703454,14881
2014-04-30,"Golfcrest - Bellfort - Reveille","TX","Houston","Harris","Houston",171,1166,0.00344234079173838,0.00517241379310345,0.0448028673835125,9622
2014-04-30,"Michael Way","NV","Las Vegas","Clark","Las Vegas",172,1001,0.00907258064516129,0.0172764227642276,0.0256147540983607,11508
2014-04-30,"Woodside","NY","New York","Queens","New York",173,2147,-0.0037122969837587,0.00940291490362012,0.0870886075949367,1339
2014-04-30,"Mclane","CA","Fresno","Fresno","Fresno",174,1079,0.00465549348230913,0.0112464854732896,0.023719165085389,10952
2014-04-30,"Santa Teresa","CA","San Jose","Santa Clara","San Jose",175,2627,0.00844529750479846,0.0237724084177709,0.0558681672025723,13881
2014-04-30,"Greater Uptown","TX","Houston","Harris","Houston",176,2018,0.0171370967741935,0.0407426508509541,0.0745473908413206,16847
2014-04-30,"Highland Park","CA","Los Angeles","Los Angeles","Los Angeles",177,2115,-0.00282885431400283,-0.00141643059490085,0.0286964980544747,6107
2014-04-30,"Bayside","NY","New York","Queens","New York",178,2172,-0.00776610324349018,0.0102325581395349,0.0647058823529412,8297
2014-04-30,"Brighton Park","IL","Chicago","Cook","Chicago",179,1351,0.00446096654275093,0.00222551928783383,0.0173192771084337,3115
2014-04-30,"Southwest","TX","Dallas-Fort Worth","Tarrant","Arlington",180,1469,0,-0.00203804347826087,0.0345070422535211,15349
2014-04-30,"Coney Island","NY","New York","Kings","New York",181,2244,0.000445831475702185,0.0099009900990099,0.03125,2238
2014-04-30,"Woodlake - Briarmeadow","TX","Houston","Harris","Houston",182,1406,-0.00424929178470255,-0.00776287932251235,0.079048349961627,7343
2014-04-30,"Southwest Anaheim","CA","Los Angeles","Orange","Anaheim",183,2322,-0.0030055817947617,0.00475984422327997,0.0431266846361186,8079
2014-04-30,"Central","TX","El Paso","El Paso","El Paso",184,925,-0.00430570505920344,0.0232300884955752,0.0176017601760176,7906
2014-04-30,"University City","CA","San Diego","San Diego","San Diego",185,2309,0.00217013888888889,0.00522420548541576,0.032185963343764,11868
2014-04-30,"Oak Lawn","TX","Dallas-Fort Worth","Dallas","Dallas",186,1581,-0.00566037735849057,-0.0192307692307692,0.0180296200901481,12316
2014-04-30,"Summerlin North","NV","Las Vegas","Clark","Las Vegas",187,1411,-0.00563777307963354,-0.0105189340813464,0.012921751615219,20249
2014-04-30,"Hamilton Heights","NY","New York","New York","New York",188,2544,-0.00818713450292398,-0.0074131876706984,0.00632911392405063,675
2014-04-30,"Rancho Penasquitos","CA","San Diego","San Diego","San Diego",189,2514,-0.00593119810201661,-0.00356718192627824,0.0124848973016512,14261
2014-04-30,"Winnetka","CA","Los Angeles","Los Angeles","Los Angeles",190,2314,0.0052128583840139,0.0104803493449782,0.0229885057471264,11022
2014-04-30,"Sunnyside","NY","New York","Queens","New York",191,2270,-0.00307422046552481,0.00176522506619594,0.130478087649402,1133
2014-04-30,"Chelsea","NY","New York","New York","New York",192,4824,0.00688791484032561,0.0389834158948955,0.0380890897353131,4076
2014-04-30,"Mid City West","CA","Los Angeles","Los Angeles","Los Angeles",193,3719,0.000538068334678504,-0.00826666666666667,-0.0156167284277395,5540
2014-04-30,"Brighton","MA","Boston","Suffolk","Boston",194,2093,0.00721847930702599,0.0470235117558779,0.0340909090909091,7119
2014-04-30,"Greenville","NJ","New York","Hudson","Jersey City",195,1910,-0.0230179028132992,-0.0113871635610766,0.064659977703456,7427
2014-04-30,"Alameda - West Flagler","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",196,1778,-0.00336322869955157,0.00395256916996047,0.0968537939543492,7535
2014-04-30,"Memorial","TX","Houston","Harris","Houston",197,2879,0.00453593859036985,0.0356115107913669,0.0938449848024316,14728
2014-04-30,"Woodland Hills","CA","Los Angeles","Los Angeles","Los Angeles",198,2994,-0.00166722240746916,0.00944032366824005,0.046487242222999,14855
2014-04-30,"El Sereno","CA","Los Angeles","Los Angeles","Los Angeles",199,1899,0.00211081794195251,0.00956937799043062,0.0231681034482759,7192
2014-04-30,"Greenwich Village","NY","New York","New York","New York",200,4012,0.003,0.0242532550421241,-0.0103601381351751,2072
2014-04-30,"South Shore","IL","Chicago","Cook","Chicago",201,1331,0.00150489089541008,0.0230591852421214,0.0366043613707165,5778
2014-04-30,"Palms","CA","Los Angeles","Los Angeles","Los Angeles",202,2780,0.00870827285921625,0.025830258302583,0.0342261904761905,3107
2014-04-30,"Almaden Valley","CA","San Jose","Santa Clara","San Jose",203,3389,0.00177357375110848,0.02603693611868,0.108240680183126,14824
